MARKET PLACE,Customer Site ID,Customer Name,Product Code,Product Serial Number,Equipment Rental Payment/Month
GREATER PHILADELPHIA,20841,DREXEL UNIVERSITY RM 300 1 DREXEL PLAZA,D2,H2411800263,170
SOUTH FLORIDA,21036,CLERK OF CIRCUIT & COUNTY COURTS BLDG B,A1,NUP02254,0
SOUTH FLORIDA,21047,CSC REGENCY PLACE,A1,NUE10610,75
GREATER PHILADELPHIA,21134,ALLIED BARTON SECURITY SVCS,D2,NPR32093,228
GREATER PHILADELPHIA,21134,ALLIED BARTON SECURITY SVCS,D5,H4815900117,803
SOUTH FLORIDA,21201,EVERGREEN MORTGAGE INC,F1,UYS32244,73
SOUTH FLORIDA,21242,DELAWARE NORTH PARKS SVC ACCOUNTS PAYABLE,D4,NNT14551,781
GREATER PHILADELPHIA,21295,STRESS GEN BIOTECHNOLOGY,D4,H7116600621,"1,313"
CHICAGO WISCONSIN,21320,IL STATE POLICE,A5,A7988510056,0
CHICAGO WISCONSIN,21320,IL STATE POLICE,A5,A7989430085,0
CHICAGO WISCONSIN,21320,IL STATE POLICE,A5,A7989430095,0
CHICAGO WISCONSIN,21320,IL STATE POLICE,D5,H4815500364,492
CHICAGO WISCONSIN,21320,IL STATE POLICE,D5,H4825000432,492
GREATER PHILADELPHIA,21525,GREENCASTLE ANTRIM SD ELEMENTARY SCHOOL,BLANK,C3630045096,148
GREATER PHILADELPHIA,21608,BRICK LAYERS,D2,MPG18520,182
SOUTH FLORIDA,21686,GRAND HARBOR,A1,NVF63711,55
GREATER PHILADELPHIA,21790,SQUARE D CO,D3,H7216900060,394
GREATER PHILADELPHIA,21855,BLUE MOUNTAIN SCHL,A4,NJE01941,0
SOUTH FLORIDA,21874,MARINER SANDS COUNTRY CLUB INC ACCTG,A4,NJF11755,470
SOUTH FLORIDA,22021,WASTE MGMT NICHOLS SANITATION,D4,NNT11356,439
SOUTH FLORIDA,22021,WASTE MGMT NICHOLS SANITATION,D4,NNT11882,439
GREATER PHILADELPHIA,22158,MAIL BOXES ETC #2320 SWATARA SQ,C2,NND01274,689
GREATER PHILADELPHIA,22309,PEPSI COLA BOTTLING CO BOX 1091,D2,H2491201123,133
GREATER PHILADELPHIA,22347,PEPSI COLA BOTTLING CO,D3,A7690810714,179
SOUTH FLORIDA,22534,RELIANCE PETROLEUM CO INC,A4,NJF02633,390
GREATER PHILADELPHIA,22674,BOSCH SECURITY INC,C2,NNC03656,"2,201"
PACIFIC NORTHWEST,22750,CHASE INTERNATIONAL INC,D2,H2400601376,131
SOUTH FLORIDA,22912,FIRST FLORIDA DEVELOPMENT AND CONSTRUCTION,A4,NJF14021,212
SOUTH FLORIDA,22995,JONES & COMPANY INC,D3,NQJ14044,181
SOUTH FLORIDA,23014,SUNRISE BAPTIST CHURCH INC,D2,NPR09978,118
SOUTH FLORIDA,23203,WILLIAM C MCINTYRE PA,A3,NGL16887,106
GREATER PHILADELPHIA,23246,GENETTI HOTEL & CONVENTION,D3,NQJ27780,99
GREATER PHILADELPHIA,23527,NORTHAMPTON COUNTY RECORDS OF DEEDS,D4,H7116400613,263
GREATER PHILADELPHIA,23681,VICTORY FIRE PROTECTION,D2,MPG26985,177
GREATER PHILADELPHIA,23722,TARKETT INC,F1,UYR60503,131
GREATER PHILADELPHIA,23722,TARKETT INC,D4,J5936500642,680
GREATER PHILADELPHIA,23722,TARKETT INC,F1,A4538800235,119
GREATER PHILADELPHIA,23722,TARKETT INC,BLANK,H2500901631,230
GREATER PHILADELPHIA,23726,INFONXX INC,D2,J0220101036,0
GREATER PHILADELPHIA,23726,INFONXX INC,D4,H4725700193,0
SOUTH FLORIDA,24101,MARCO ISL MARRIOTT RESORT,D2,NPP02125,270
SOUTH FLORIDA,24101,MARCO ISL MARRIOTT RESORT,F1,ULR59650,32
SOUTH FLORIDA,24101,MARCO ISL MARRIOTT RESORT,F1,UYR03631,150
SOUTH FLORIDA,24101,MARCO ISL MARRIOTT RESORT,F1,ULR59632,93
SOUTH FLORIDA,24101,MARCO ISL MARRIOTT RESORT,F1,UYS11509,138
GREATER PHILADELPHIA,24182,COPY RITE BUSINESS SVC,D5,MPB00142,896
PACIFIC NORTHWEST,24264,PACIFIC UNIVERSITY,D3,NQG25061,419
SOUTH FLORIDA,24321,GULFSHORE PUBLISHING STE 202,F1,UYG42554,86
GREATER PHILADELPHIA,24432,DCNR BUREAU OF FORESTRY PO BOX 99,D1,NJP13999,0
SOUTH FLORIDA,24442,PHILHARMONIC CENTER FOR THE ARTS INC,D4,NLE10122,723
SOUTH FLORIDA,24474,PEPSI COLA BOTTLERS OF SW FLORIDA,A2,VJB48938,59
GREATER PHILADELPHIA,24486,NORTHAMPTON COUNTY CT ADMN,D3,H7016801517,217
SOUTH FLORIDA,24551,BONITA BAY CLUB,F1,YKM04693,56
SOUTH FLORIDA,24603,INVESTORS REALTY INTERNATIONAL ASSOC INC,D3,NQJ60797,278
GREATER CAPITAL,25019,WHITEFORD TAYLOR & PRESTON FL 4,A1,NUC40473,45
GREATER CAPITAL,25019,WHITEFORD TAYLOR & PRESTON FL 4,D4,NLE03941,711
GREATER CAPITAL,25030,PEDIATRICS GRP,D1,MQU01884,166
GREATER CAPITAL,25035,WHITEFORD TAYLOR & PRESTON 20 CORP CNTR #495,A4,NJE33630,253
SOUTH FLORIDA,25059,ERA WORTHINGTON REALTY INC FITNESS CTR,A3,NGL07596,112
SOUTH FLORIDA,25117,THOMAS J KUB MD FACS PA,D2,NPR10637,211
GREATER CAPITAL,25170,MSDT MERCANTILE #5460,D4,MPL16069,546
GREATER CAPITAL,25181,MSDT #3185,D3,NNY17537,268
SOUTH FLORIDA,25284,THE JACARANDA OF SOUTHWEST FLORIDA INC,D1,NPC02005,198
GREATER CAPITAL,25320,PROGRESSIVE TITLE,D4,MPL03215,434
GREATER CAPITAL,25429,SPHERION STE 401,A2,NGL11104,221
PACIFIC NORTHWEST,25467,CAROL STARK MD STE 205,A1,NVH09245,62
GREATER CAPITAL,25520,AMERICAN RADIOLOGY SVC MRI ROOM,A1,A7418840148,35
PACIFIC NORTHWEST,25527,MYLES & MYLES,A1,NUP03489,64
GREATER CAPITAL,25680,MERCANTILE CNTY BANK,D2,NPR28710,166
GREATER CAPITAL,25681,MERCANTILE CNTY BANK,D2,NPR28701,166
GREATER CAPITAL,25715,JHU SCHOOL OF MEDICINE RHEUMATOLOGY,D4,166017839,765
GREATER CAPITAL,25984,MSDT MERCANTILE S MD BANK,D4,H4715500545,537
GREATER CAPITAL,26031,COPPIN STATE UNIV JACOBS BLDG RM 112 A/P,D3,A7699840272,168
GREATER CAPITAL,26051,AAI CORP,A2,NGV22351,110
GREATER CAPITAL,26474,MSDT MERCANTILE #2530,A4,VPG00205,406
GREATER CAPITAL,26474,MSDT MERCANTILE #2530,D4,MPL15560,605
GREATER CAPITAL,26562,AAI CORP BLDG 110,D3,NQG16208,335
GREATER CAPITAL,27033,AFSCME,A1,NVH05283,55
SOUTH FLORIDA,27091,NAPLES DODGE,D2,NPR24333,156
SOUTH FLORIDA,27091,NAPLES DODGE,D2,NPR34679,100
GREATER CAPITAL,27102,BALTIMORE SHIPPING CO INC 1601 S HIGHLAND AVE,F1,UYS33440,66
GREATER CAPITAL,27102,BALTIMORE SHIPPING CO INC 1601 S HIGHLAND AVE,F1,UYS33664,66
SOUTH FLORIDA,27303,CAPE CORAL MEDICAL CTR,A2,NGM07551,231
SOUTH FLORIDA,27348,MARK WILLIAMS ATTY AT LAW STE 300,A2,NHE04211,164
SOUTH FLORIDA,27363,COLLIER COUNTY CLERK OF COURTS,A4,NJE14104,287
SOUTH FLORIDA,27396,BROOKWOOD APARTMENTS,A1,NVH29605,60
SOUTH FLORIDA,27474,HOPS BAR AND GRILL,A1,NVF48562,44
SOUTH FLORIDA,27652,VIZCAYA OF BRADENTON COND,D3,NQJ22234,205
GREATER CAPITAL,27867,LIVING CLASSROOMS COAST GUARD CUTTER TANEY,D3,A7698920589,198
GREATER CAPITAL,27867,LIVING CLASSROOMS COAST GUARD CUTTER TANEY,D3,A7698920589,189
PACIFIC NORTHWEST,28259,WEST COAST PLANT CO,D2,H2500400613,246
SOUTH FLORIDA,28325,NORTHPORT CITY HALL,D3,MPH24724,245
SOUTH FLORIDA,28575,LEGLER & FLYNN ATTORNEYS,D3,NQJ32330,292
CHICAGO WISCONSIN,28582,DANN INSURANCE,D4,NRL00791,823
CHICAGO WISCONSIN,28582,DANN INSURANCE,D4,NRL00478,"1,129"
SOUTH FLORIDA,28622,HUGHES SUPPLY INC BR 2P,F1,UFK05703,80
SOUTH FLORIDA,28666,BANK OF AMERICA,A2,NNS05359,184
CHICAGO WISCONSIN,29070,ROMANEK PROPERTIES LTD,D3,H5206601558,242
GREATER CAPITAL,29074,GUILFORD PHARMACEUTICALS,C2,NND05123,0
GREATER CAPITAL,29074,GUILFORD PHARMACEUTICALS,F1,YKM05705,52
GREATER CAPITAL,29074,GUILFORD PHARMACEUTICALS,F1,YKM05708,52
CHICAGO WISCONSIN,29235,MAXIMUS,D4,H4705600137,827
CHICAGO WISCONSIN,29235,MAXIMUS,F1,A2818701052,94
SOUTH FLORIDA,29375,CEMEX USA INC,A2,NKU18479,201
CHICAGO WISCONSIN,29383,BAXTER HEALTHCARE CORP,D4,A7909450710,562
PACIFIC NORTHWEST,29386,"L S W ARCHITECTS, P C",CR,G00031548,141
PACIFIC NORTHWEST,29386,"L S W ARCHITECTS, P C",M1,EL752,350
PACIFIC NORTHWEST,29386,"L S W ARCHITECTS, P C",F1,UUY02173,303
CHICAGO WISCONSIN,29517,WH SALISBURY,F1,UYR56437,120
SOUTH FLORIDA,29570,THE BANYON CAFE,A1,NVH02385,54
CHICAGO WISCONSIN,29577,UNIVERSAL RESTORATION,D1,H9229000514,75
GREATER PHILADELPHIA,29617,NORTHWEST HUMAN SERVICES IRIS HOUSE,BLANK,H2510401517,288
GREATER PHILADELPHIA,29735,DREXEL UNIVERSITY SOS LIBRARY LOWER LEVEL 03,D3,NQJ57735,199
CHICAGO WISCONSIN,29783,ANTIOCH UNITED METHODIST CHURCH,A7,99470785,0
PACIFIC NORTHWEST,29857,GRENLEY ROTENBERG EVANS BRAGG & BODIE,D3,NNY10161,242
SOUTH FLORIDA,29866,SARASOTA TITLE SERVICES,D4,NNT27190,441
PACIFIC NORTHWEST,29891,CM EMEIS CO,A2,VJB55862,26
CHICAGO WISCONSIN,29980,SCHAWK CHICAGO ACCOUNTS PAYABLE,D4,H4706000634,529
SOUTH FLORIDA,30148,CONSTRUCTION INTL SVC,A1,NVF15866,72
GREATER PHILADELPHIA,30242,FOAMEX/ACCOUNTS PAYABLE ATTN:ROSEMARIE HENDERSON,P7,SG1B73201T,113
GREATER PHILADELPHIA,30275,DAYTON RICHMOND,D2,J0111100821,127
PACIFIC NORTHWEST,30344,"UNIVERSAL STRUCTURAL, INC PO BOX 1030",D4,NNT15589,"1,896"
GREATER PHILADELPHIA,30462,RUMSEY ELECTRIC,F1,UYS08512,0
CHICAGO WISCONSIN,30498,MILEAGE PLUS,D4,H4705400376,"1,091"
NORTH FLORIDA,30596,STONIER TRANSPORTATION GRP,D3,NNV13289,442
NORTH FLORIDA,30596,STONIER TRANSPORTATION GRP,F1,UFK14590,73
NORTH FLORIDA,30596,STONIER TRANSPORTATION GRP,F1,UYP71766,99
NORTH FLORIDA,30596,STONIER TRANSPORTATION GRP,F1,UYR58660,103
NORTH FLORIDA,30642,THE HUNTER LIGHTING GRP ACCTS PAYABL,D3,NQJ54941,333
NORTH FLORIDA,30642,THE HUNTER LIGHTING GRP ACCTS PAYABL,D4,MNB04201,409
GREATER PHILADELPHIA,30693,MAINLINE GASTROLOG 252 E WING LANKENAU MED,D3,NQJ35334,229
CHICAGO WISCONSIN,30797,PRUDENTIAL SECURITIES,F1,A1420400553,152
NORTH FLORIDA,30804,ST ANDREWS MISSIONARY BAPTIST CHURCH,D2,NPR09981,133
GREATER PHILADELPHIA,30992,CLAD TEX METALS SUITE 104,D1,A7226100372,109
NORTH FLORIDA,31134,INTERVEST CONSTRUCTION OF JACKSONVILLE CORP,D4,NNT08248,494
GREATER PHILADELPHIA,31171,IFS INDUSTRIES INC,D3,NQJ25616,217
GREATER PHILADELPHIA,31407,KENNEY & KEARNEY WOODLAND FALLS CORP PARK,D4,NLE09943,949
GREATER PHILADELPHIA,31409,JOHN HANCOCK,D1,A7228010262,263
CHICAGO WISCONSIN,31458,WORLD COLOR ALDEN,M1,XFM00589,67
CHICAGO WISCONSIN,31458,WORLD COLOR ALDEN,C2,NND06002,"1,509"
CHICAGO WISCONSIN,31611,INTERIOR INVESTMENTS LLC,CR,SM698562,235
CHICAGO WISCONSIN,31611,INTERIOR INVESTMENTS LLC,P7,A7870070014,449
GREATER PHILADELPHIA,31636,PRUDENTIAL FOX & ROACH,D4,H7126501186,325
GREATER PHILADELPHIA,31636,PRUDENTIAL FOX & ROACH,D4,H4725000794,488
CHICAGO WISCONSIN,31720,REINKE GYPSUM SUPPLY CO,D1,H4301200314,105
CHICAGO WISCONSIN,31773,CRL INDUSTRIES INC,F1,M9009100221,34
GREATER PHILADELPHIA,31791,COUNSELING & REHAB,F1,A3128900593,143
CHICAGO WISCONSIN,31860,KAP GRAPHICS,P7,701927,711
NORTH FLORIDA,31985,UHAUL OF NORTH FLORIDA,D2,NPR30409,115
NORTH FLORIDA,31985,UHAUL OF NORTH FLORIDA,D4,MNB03934,508
NORTH FLORIDA,31985,UHAUL OF NORTH FLORIDA,F1,UYR53736,58
GREATER PHILADELPHIA,31996,ARAMARK,D1,A7228050610,145
NORTH FLORIDA,32042,AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS,F1,UYP05342,125
NORTH FLORIDA,32103,BODY SHOPS OF AMERICA,A1,NUC00012,43
GREATER PHILADELPHIA,32118,DELAWARE ZOOLOGICAL SCTY,A2,A3484080091,96
CHICAGO WISCONSIN,32189,ROSCOR CORP,F1,1990500252,62
CHICAGO WISCONSIN,32189,ROSCOR CORP,F1,1990100240,62
CHICAGO WISCONSIN,32189,ROSCOR CORP,C1,H0300300048,575
CHICAGO WISCONSIN,32189,ROSCOR CORP,D1,K2149603806,0
CHICAGO WISCONSIN,32189,ROSCOR CORP,D3,H5206502014,370
CHICAGO WISCONSIN,32189,ROSCOR CORP,D4,A7909440758,653
GREATER PHILADELPHIA,32213,FRANKFORD HOSPITAL,D1,H6626405260,99
NORTH FLORIDA,32245,MASSEY SERVICES INC,D2,MPG27576,160
CHICAGO WISCONSIN,32273,ORCHARD VILLAGE,D4,A7700810535,0
CHICAGO WISCONSIN,32398,PROCTOR FLORAL,D1,H9219601538,71
PACIFIC NORTHWEST,32401,TYEE PRODUCTIONS,CR,L00107116,177
PACIFIC NORTHWEST,32401,TYEE PRODUCTIONS,C2,MQW00118,792
NORTH FLORIDA,32413,BELLSOUTH ADV & PBLSHNG PERSONNEL DEPARTMENT,A4,NJE13092,283
NORTH FLORIDA,32486,MARINA RESTAURANT,A2,NRD14595B,129
NORTH FLORIDA,32617,WR TOWNSEND CONTRACTING INC,D3,NQJ18193,241
NORTH FLORIDA,32716,COURTYARD BY MARRIOTT,D3,MPH27567,740
PACIFIC NORTHWEST,32722,SAHLI & ASSOC INSURANCE,D1,H1700301055,77
NORTH FLORIDA,32752,SMILECARE DENTAL ASSOC #1,A1,NUE18649,0
CHICAGO WISCONSIN,32767,WOODHEAD LP,A7,C3902025079,221
GREATER PHILADELPHIA,32902,NHS PHILADELPHIA 2ND FLOOR,A3,A3697020556,0
NORTH FLORIDA,32918,STOR COM,D4,NNT15795,654
GREATER PHILADELPHIA,32940,GREAT VALLEY MED ASSOC SCHSTER/LNZA/COHN/MOB #2,BLANK,H2500902181,0
CHICAGO WISCONSIN,32950,ZEBRA TECHNOLOGIES CORP,F1,A1420400619,128
CHICAGO WISCONSIN,32950,ZEBRA TECHNOLOGIES CORP,F1,A1420400490,128
CHICAGO WISCONSIN,32950,ZEBRA TECHNOLOGIES CORP,F1,A1420500153,128
NORTH FLORIDA,32977,GMAC,F1,UYJ12276,114
GREATER PHILADELPHIA,32992,COMCAST METROPHONE,A2,A3716900609,195
GREATER PHILADELPHIA,33056,COMCAST METROPHONE KING OF PRUSSIA PLAZA,A2,A3726840697,36
CHICAGO WISCONSIN,33069,YASKAWA ELECTRIC AMERICA,CR,US01274076,235
CHICAGO WISCONSIN,33069,YASKAWA ELECTRIC AMERICA,C2,NNC02771,842
CHICAGO WISCONSIN,33179,AMI BEARING INC,M1,P6526101182,23
NORTH FLORIDA,33218,GAINESVILLE REGIONAL UTILITIES,D3,NQJ26314,0
GREATER PHILADELPHIA,33434,SOUTHESTRN PA SYNOD ELCA,D4,C3760040061,486
NORTH FLORIDA,33488,US CUSTOMS SERVICE,F1,UYR55148,80
PACIFIC NORTHWEST,33490,NW NATURAL GAS,F1,UYP06511,80
NORTH FLORIDA,33545,STANADYNE CORPORATION,D4,NNT17991,618
PACIFIC NORTHWEST,33628,"WESTERN PACIFIC INVESTMENT ADVISORS, INC",D4,NNT13727,"1,140"
GREATER PHILADELPHIA,33633,CORESOURCE INC BLDG 1700,F1,UYS71785,95
GREATER PHILADELPHIA,33684,FISERV SECURITIES,D4,H4725300638,0
GREATER PHILADELPHIA,33684,FISERV SECURITIES,D4,H4725300653,0
GREATER PHILADELPHIA,33684,FISERV SECURITIES,D4,H7326500248,0
GREATER PHILADELPHIA,33684,FISERV SECURITIES,D4,H4725300566,0
SOUTH FLORIDA,34157,JOAQUIN BLANCO MD,A1,NVH21397,65
SOUTH FLORIDA,34157,JOAQUIN BLANCO MD,F1,UEF49021,40
SOUTH FLORIDA,34193,JORDAN & PRIETO MD STE 200,D3,NQJ22131,182
SOUTH FLORIDA,34330,REAL MARK RESEARCH,A2,NGV06303,69
PACIFIC NORTHWEST,34331,GLOBAL SECURITY,D3,NNV07244,252
PACIFIC NORTHWEST,34664,MT HOOD SKI EDUCATION FOUNDATION,D1,NJQ00468,147
NORTH FLORIDA,34745,SUBAQUEOUS SERVICES INC STE 2600,D3,NQJ46079,278
CHICAGO WISCONSIN,34754,CANNONDALE ASSOC,F1,A2609100122,143
CHICAGO WISCONSIN,34762,TAPE COAT CO,D3,NQJ20064,0
GREATER PHILADELPHIA,34977,HENKELS & MCCOY,D4,H7126100874,728
GREATER PHILADELPHIA,34977,HENKELS & MCCOY,D5,J4325500390,"1,104"
GREATER PHILADELPHIA,34977,HENKELS & MCCOY,BLANK,H2510800424,253
CHICAGO WISCONSIN,34982,ITW SHAKEPROOF AUTOMOTIVE,D3,H7016500057,235
CHICAGO WISCONSIN,34982,ITW SHAKEPROOF AUTOMOTIVE,F1,A2828600862,80
SOUTH FLORIDA,35052,KIDDIE ACADEMY CO CHURCH OF GOD,A2,NKU08367,84
SOUTH FLORIDA,35128,WESTWOOD HEIGHTS ELEM SCH BROWARD CNTY SCHL BOARD,C1,H0100200139,205
GREATER PHILADELPHIA,35148,PRUDENTIAL FOX & ROACH,D4,H4725000863,488
GREATER PHILADELPHIA,35148,PRUDENTIAL FOX & ROACH,D4,H4725500194,488
GREATER PHILADELPHIA,35157,BERKS HEMATOLOGY ONCOLOGY STE 220,D3,NQJ26606,258
CHICAGO WISCONSIN,35186,RISE GRP STE 1750,F1,M2690514577,121
CHICAGO WISCONSIN,35222,INSURED CREDIT SERVICES,F1,UYS49198,127
CHICAGO WISCONSIN,35222,INSURED CREDIT SERVICES,F1,UYS49196,127
CHICAGO WISCONSIN,35222,INSURED CREDIT SERVICES,F1,UYS49199,126
GREATER PHILADELPHIA,35245,FHCS PHYSICIANS SVCS OVMO-IM,D1,H9228700248,67
GREATER PHILADELPHIA,35286,WYETH,D3,H7017000992,395
GREATER PHILADELPHIA,35286,WYETH,D3,H7017101993,332
GREATER PHILADELPHIA,35286,WYETH,D4,H7117101612,367
CHICAGO WISCONSIN,35309,A DENISON WEAVER CO,D2,A7428090529,238
CHICAGO WISCONSIN,35320,SMY INC,D3,NQG14335,360
CHICAGO WISCONSIN,35320,SMY INC,F1,UYR55098,75
CHICAGO WISCONSIN,35320,SMY INC,F1,UYR55091,75
PACIFIC NORTHWEST,35351,GUISE & ASSOCIATES,F1,UFK08918,82
CHICAGO WISCONSIN,35354,STORAGE EQUITY CONCEPTS,F1,A1420400620,99
GREATER PHILADELPHIA,35363,FRANKFORD HOSPITAL DR LAMBERT OFFICE,D1,H9228700237,67
PACIFIC NORTHWEST,35367,HART CROWSER INC,D4,NLE07846,741
SOUTH FLORIDA,35498,CARRERA & PARTNERS,D3,NNY11791,0
GREATER PHILADELPHIA,35502,UNIV OF MED & DENTISTRY,D4,H4725600297,555
SOUTH FLORIDA,35506,FIRST FLEET CORP,D4,NNT19197,472
SOUTH FLORIDA,35508,THE BERKLEY GRP,D2,MPG41143,205
SOUTH FLORIDA,35508,THE BERKLEY GRP,D4,H7116702292,348
SOUTH FLORIDA,35508,THE BERKLEY GRP,D5,H3610400254,694
SOUTH FLORIDA,35553,YACHT HAVEN PARK MARINA,D1,NJP05433,130
SOUTH FLORIDA,35818,MOVIE FILM SVC,F1,UKJ11882,54
SOUTH FLORIDA,35826,BADGER CORP,A2,NHE09447,106
CHICAGO WISCONSIN,35835,MEADEN & MOORE STE 1652,D2,J0111000664,129
CHICAGO WISCONSIN,35836,SHAW GUSSIS FISHMAN GLANTZ WOLFSON & TOWBIN,F1,UYP18264,137
SOUTH FLORIDA,35868,EDL DOOR LIFT,D3,NNY18306,230
CHICAGO WISCONSIN,35945,STATE OF IL STE N506,D4,H4714901578,0
SOUTH FLORIDA,35997,FINE DISTRIBUTING,D3,NNX01601,446
CHICAGO WISCONSIN,36081,UFJ BANK LTD,D4,A7909450486,449
PACIFIC NORTHWEST,36113,LADD ACRES ELEMENTARY,D4,NNT15036,295
GREATER PHILADELPHIA,36218,DREXEL UNIVERSITY DEAN OF STUDENTS,D3,NQG12415,428
CHICAGO WISCONSIN,36234,IL LIQUOR CONTROL,D4,H4724901213,404
CHICAGO WISCONSIN,36234,IL LIQUOR CONTROL,D4,H4715900878,404
GREATER PHILADELPHIA,36344,FRANKFORD HOSP C/O DVMA STE 506 MILLENIUM BLDG,D3,H7026301844,250
CHICAGO WISCONSIN,36360,FTI CORP,D3,NQJ34478,575
CHICAGO WISCONSIN,36400,DAWN CARROLL,D2,H2400100321,178
SOUTH FLORIDA,36430,THE LEARNING CTR,A2,NKU13439,121
CHICAGO WISCONSIN,36433,JOSEPH TIGHE,F1,UYP63078,145
CHICAGO WISCONSIN,36452,QUARLES & BRADY,F1,UYP23464,125
CHICAGO WISCONSIN,36452,QUARLES & BRADY,F1,UYP51669,125
CHICAGO WISCONSIN,36452,QUARLES & BRADY,F1,UYP51676,101
CHICAGO WISCONSIN,36452,QUARLES & BRADY,F1,UYP51673,101
CHICAGO WISCONSIN,36460,HOWE & HUTTON LTD,F1,A2829000095,70
GREATER PHILADELPHIA,36471,DREXEL UNIVERSITY LANGUAGE DEPARTMENT,D4,NNT23365,597
GREATER PHILADELPHIA,36516,TEMPLE UNIVERSITY RM 501/GRADUATE SCHOOL,D4,H4715001622,342
PACIFIC NORTHWEST,36570,CENTENNIAL SD 28,A1,NVF30950,19
CHICAGO WISCONSIN,36584,ROBINSON & MAITES INC,CR,L70009033,456
CHICAGO WISCONSIN,36584,ROBINSON & MAITES INC,C2,MPU01016,479
SOUTH FLORIDA,36624,TRIDENT FUNDING CORP STE B207,D3,NQJ11604,279
PACIFIC NORTHWEST,36639,TRAVEL CENTERS OF AMERICA,A4,NJE12450,414
GREATER PHILADELPHIA,36643,INTERSTATE BRANDS CORP ACCTS PAYABLE VEN # 55918,F1,UYP53582,82
GREATER PHILADELPHIA,36643,INTERSTATE BRANDS CORP ACCTS PAYABLE VEN # 55918,F1,UYP18648,82
GREATER PHILADELPHIA,36643,INTERSTATE BRANDS CORP ACCTS PAYABLE VEN # 55918,F1,UYP53592,82
GREATER PHILADELPHIA,36643,INTERSTATE BRANDS CORP ACCTS PAYABLE VEN # 55918,D1,H6716603982,99
GREATER PHILADELPHIA,36643,INTERSTATE BRANDS CORP ACCTS PAYABLE VEN # 55918,D1,H6716603995,99
SOUTH FLORIDA,36839,ROSS REALTY INVESTMENT STE 210,F1,UYP58365,83
CHICAGO WISCONSIN,36882,YMCA OF THE USA,D4,MPL21073,526
GREATER PHILADELPHIA,36957,CENTRAL BUCKS SCH DIST LENAPE MIDDLE SCHOOL,D1,H6626303592,101
CHICAGO WISCONSIN,37028,LAUER SBARBARO ASSOC INC STE 100,F1,UYP52233,105
SOUTH FLORIDA,37063,DR DANIEL S MORSE,D2,MPG22803,188
GREATER PHILADELPHIA,37096,CENTRAL BUCKS SCH DIST HIGH SCHOOL WEST,D1,H9228701225,267
SOUTH FLORIDA,37197,DESOTO PARK SOUTH CONDO,D1,NJP00566,127
SOUTH FLORIDA,37210,READING & LEARNING CLINIC,D3,NNY05024,206
PACIFIC NORTHWEST,37277,KRAEMER FARMS,A1,NVH22270,129
CHICAGO WISCONSIN,37395,AARON GALLERIES,D1,NLU01608,0
GREATER PHILADELPHIA,37595,ACTS NORMANDY FARMS ESTATES,D1,A9029060580,130
GREATER PHILADELPHIA,37595,ACTS NORMANDY FARMS ESTATES,D3,A7699060372,266
CHICAGO WISCONSIN,37715,MB REAL ESTATE SERVICES LLC,D4,MNB04534,623
CHICAGO WISCONSIN,37758,CHICAGO EQUITY FUND INC,D3,NQG19280,398
PACIFIC NORTHWEST,37761,NATURE'S FRESH NORTHWEST,D4,NLE01802,534
CHICAGO WISCONSIN,37858,AMERICAN HOSPITAL ASSN,F1,UYS13871,71
PACIFIC NORTHWEST,37904,AHA INTL,A1,NUN28269,54
PACIFIC NORTHWEST,37904,AHA INTL,F1,UYG35471,71
GREATER PHILADELPHIA,38071,ABINGTON SENIOR HIGH SCHOOL,A4,NHW04666,222
SOUTH FLORIDA,38097,AAA FINANCIAL CORP,F1,UYR52569,89
SOUTH FLORIDA,38146,ADVANCED DRAINAGE SYSTEMS,D1,NJP02706,79
SOUTH FLORIDA,38157,NINE O FIVE ASSO 905 ASSOC STE 905,D3,NQJ19444,260
SOUTH FLORIDA,38184,APPRAISAL OFFICE INC,A2,A3647900534,160
CHICAGO WISCONSIN,38486,QST INDUSTRIES INC,F1,1000102232,110
CHICAGO WISCONSIN,38486,QST INDUSTRIES INC,F1,1000102236,110
CHICAGO WISCONSIN,38586,TRIZEC PROPERTIES INC STE 1100,F1,1970600086,70
SOUTH FLORIDA,38790,CHRISTOPHER N LINK PA STE 209,D3,NQJ60786,443
SOUTH FLORIDA,38867,HECTOR FERNANDEZ MD STE 203,D1,H1701000432,106
CHICAGO WISCONSIN,38880,TRIZECHAHN OFFICE PROPERTIES,F1,1980900007,70
CHICAGO WISCONSIN,38880,TRIZECHAHN OFFICE PROPERTIES,F1,1980500274,72
SOUTH FLORIDA,38888,MORRIE I LEVINE STE 100,D2,NPR12582,314
CHICAGO WISCONSIN,38914,IL DEPT OF CMS PROPERTY MGMT,D4,H4705400485,296
GREATER PHILADELPHIA,38921,CITGO ASPHALT REFINING CO,D1,H6616604228,122
GREATER PHILADELPHIA,38923,NJ DIVORCE CENTER,D3,NQG06821,339
CHICAGO WISCONSIN,39020,RENTOKIL,D2,H2400801483,125
CHICAGO WISCONSIN,39039,GRANE TRANSPORTATION INDUSTRIAL INC,A2,NCH08436,144
CHICAGO WISCONSIN,39039,GRANE TRANSPORTATION INDUSTRIAL INC,D4,A9049121010,348
CHICAGO WISCONSIN,39059,SOUTH NAPERVILLE FAMILY PRACTICE,F1,M0898800184,114
CHICAGO WISCONSIN,39132,BERGER TRANSFER & STORAGE,F1,A2828800285,72
